[2026-02-20 11:35:21] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 온도 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 74.8%
[2026-02-20 12:29:34] | 담당 AI: 전략 잼 | 출처: TrendSpider | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 93.9%
[2026-02-20 12:29:37] | 담당 AI: 타이밍 잼 | 출처: Finviz | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 71.3%
[2026-02-20 12:29:41] | 담당 AI: 전략 잼 | 출처: Coinglass | 타겟: 온도 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 73.4%
[2026-02-20 12:29:44] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 91.6%
[2026-02-20 12:29:49] | 담당 AI: 행동 잼 | 출처: Barchart | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 74.8%
[2026-02-20 12:29:52] | 담당 AI: 정렬 잼 | 출처: Dropstab | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 74.4%
[2026-02-20 12:29:54] | 담당 AI: 정렬 잼 | 출처: HyblockCapital | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 84.9%
[2026-02-20 12:29:57] | 담당 AI: 행동 잼 | 출처: Whalemap | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 80.4%
[2026-02-20 12:30:01] | 담당 AI: 행동 잼 | 출처: HyblockCapital | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 85.5%
[2026-02-20 12:30:03] | 담당 AI: 가디언 잼 | 출처: Exocharts | 타겟: 제로엑스 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 95.8%
[2026-02-20 12:30:08] | 담당 AI: 타이밍 잼 | 출처: Coinglass | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 94.4%
[2026-02-20 12:30:10] | 담당 AI: 가디언 잼 | 출처: TensorCharts | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 87.5%
[2026-02-20 12:30:13] | 담당 AI: 전략 잼 | 출처: Glassnode | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 70.3%
[2026-02-20 12:30:16] | 담당 AI: 정렬 잼 | 출처: TrendSpider | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 84.2%
[2026-02-20 12:30:20] | 담당 AI: 정렬 잼 | 출처: ATAS | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 73.1%
[2026-02-20 12:30:22] | 담당 AI: 행동 잼 | 출처: AlphaQuery | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 73.4%
[2026-02-20 12:30:25] | 담당 AI: 타이밍 잼 | 출처: Barchart | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 94.8%
[2026-02-20 12:30:29] | 담당 AI: 전략 잼 | 출처: MarketChameleon | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 76.9%
[2026-02-20 12:30:33] | 담당 AI: 수집 잼 | 출처: Whalemap | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 85.8%
[2026-02-20 12:30:37] | 담당 AI: 행동 잼 | 출처: MarketChameleon | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 96.0%
[2026-02-20 12:30:40] | 담당 AI: 타이밍 잼 | 출처: Barchart | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 90.7%
[2026-02-20 12:30:44] | 담당 AI: 타이밍 잼 | 출처: Koyfin | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 93.9%
[2026-02-20 12:30:48] | 담당 AI: 가디언 잼 | 출처: Exocharts | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 83.3%
[2026-02-20 12:30:53] | 담당 AI: 정렬 잼 | 출처: AlphaQuery | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 92.4%
[2026-02-20 12:30:55] | 담당 AI: 전략 잼 | 출처: CoinMarketCap | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 89.6%
[2026-02-20 12:31:00] | 담당 AI: 타이밍 잼 | 출처: Messari | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 86.2%
[2026-02-20 12:31:04] | 담당 AI: 가디언 잼 | 출처: Bookmap | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 80.5%
[2026-02-20 12:31:08] | 담당 AI: 수집 잼 | 출처: Whalemap | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 87.8%
[2026-02-20 12:31:12] | 담당 AI: 행동 잼 | 출처: Bookmap | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 75.0%
[2026-02-20 12:31:15] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 86.0%
[2026-02-20 12:31:18] | 담당 AI: 전략 잼 | 출처: StockCharts | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 70.5%
[2026-02-20 12:31:22] | 담당 AI: 행동 잼 | 출처: Investing.com | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 70.8%
[2026-02-20 12:31:27] | 담당 AI: 타이밍 잼 | 출처: Whalemap | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 76.3%
[2026-02-20 12:31:31] | 담당 AI: 행동 잼 | 출처: TensorCharts | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 73.0%
[2026-02-20 12:31:35] | 담당 AI: 전략 잼 | 출처: Koyfin | 타겟: 수이 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 80.8%
[2026-02-20 12:31:40] | 담당 AI: 정렬 잼 | 출처: MarketChameleon | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 76.1%
[2026-02-20 12:31:42] | 담당 AI: 타이밍 잼 | 출처: MarketChameleon | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 71.3%
[2026-02-20 12:31:46] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 75.2%
[2026-02-20 12:31:49] | 담당 AI: 타이밍 잼 | 출처: Dropstab | 타겟: 솔라나 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 76.2%
[2026-02-20 12:31:53] | 담당 AI: 가디언 잼 | 출처: CoinGecko | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 72.4%
[2026-02-20 12:31:55] | 담당 AI: 행동 잼 | 출처: Messari | 타겟: 수이 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 75.2%
[2026-02-20 12:31:59] | 담당 AI: 수집 잼 | 출처: Dropstab | 타겟: 솔라나 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 78.2%
[2026-02-20 12:32:04] | 담당 AI: 정렬 잼 | 출처: AlphaQuery | 타겟: 리플 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 75.8%
[2026-02-20 12:32:06] | 담당 AI: 행동 잼 | 출처: Investing.com | 타겟: 온도 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 76.1%
[2026-02-20 12:32:09] | 담당 AI: 행동 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 95.8%
[2026-02-20 12:32:14] | 담당 AI: 행동 잼 | 출처: TensorCharts | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 98.1%
[2026-02-20 12:32:18] | 담당 AI: 전략 잼 | 출처: StockCharts | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 91.9%
[2026-02-20 12:32:23] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 리플 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 90.6%
[2026-02-20 12:32:26] | 담당 AI: 타이밍 잼 | 출처: TrendSpider | 타겟: 온도 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 97.7%
[2026-02-20 12:32:29] | 담당 AI: 행동 잼 | 출처: Exocharts | 타겟: 수이 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 94.6%
[2026-02-20 12:32:32] | 담당 AI: 정렬 잼 | 출처: Investing.com | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 83.9%
[2026-02-20 12:32:34] | 담당 AI: 타이밍 잼 | 출처: Aggr.trade | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 98.0%
[2026-02-20 12:32:39] | 담당 AI: 전략 잼 | 출처: Aggr.trade | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 76.0%
[2026-02-20 12:32:43] | 담당 AI: 타이밍 잼 | 출처: Messari | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 75.3%
[2026-02-20 12:32:48] | 담당 AI: 가디언 잼 | 출처: Birdeye.so | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 89.6%
[2026-02-20 12:32:52] | 담당 AI: 행동 잼 | 출처: Whalemap | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 76.5%
[2026-02-20 12:32:55] | 담당 AI: 정렬 잼 | 출처: Birdeye.so | 타겟: 온도 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 91.2%
[2026-02-20 12:33:00] | 담당 AI: 타이밍 잼 | 출처: Cryptowat.ch | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 78.9%
[2026-02-20 12:33:05] | 담당 AI: 타이밍 잼 | 출처: AlphaQuery | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 97.4%
[2026-02-20 12:33:07] | 담당 AI: 가디언 잼 | 출처: Velo.xyz | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 88.5%
[2026-02-20 12:33:11] | 담당 AI: 전략 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 70.4%
[2026-02-20 12:33:14] | 담당 AI: 전략 잼 | 출처: AlphaQuery | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 97.6%
[2026-02-20 12:33:16] | 담당 AI: 정렬 잼 | 출처: TradingLite | 타겟: 수이 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 80.2%
[2026-02-20 12:33:19] | 담당 AI: 수집 잼 | 출처: ATAS | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 89.3%
[2026-02-20 12:33:22] | 담당 AI: 정렬 잼 | 출처: Whalemap | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 92.8%
[2026-02-20 12:33:27] | 담당 AI: 정렬 잼 | 출처: Velo.xyz | 타겟: 리플 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 77.0%
[2026-02-20 12:33:29] | 담당 AI: 가디언 잼 | 출처: Glassnode | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 88.8%
[2026-02-20 12:33:32] | 담당 AI: 전략 잼 | 출처: Whalemap | 타겟: 수이 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 89.7%
[2026-02-20 12:33:37] | 담당 AI: 타이밍 잼 | 출처: TrendSpider | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 75.5%
[2026-02-20 12:33:39] | 담당 AI: 행동 잼 | 출처: GoCharting | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 87.5%
[2026-02-20 12:33:42] | 담당 AI: 가디언 잼 | 출처: ATAS | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 76.5%
[2026-02-20 12:33:45] | 담당 AI: 가디언 잼 | 출처: Barchart | 타겟: 수이 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 77.2%
[2026-02-20 12:33:48] | 담당 AI: 가디언 잼 | 출처: StockCharts | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 94.0%
[2026-02-20 12:33:51] | 담당 AI: 전략 잼 | 출처: Dropstab | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 97.6%
[2026-02-20 12:33:53] | 담당 AI: 정렬 잼 | 출처: TradingLite | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 86.2%
[2026-02-20 12:33:56] | 담당 AI: 행동 잼 | 출처: Coinglass | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 90.7%
[2026-02-20 12:34:00] | 담당 AI: 전략 잼 | 출처: TensorCharts | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 72.5%
[2026-02-20 12:34:02] | 담당 AI: 수집 잼 | 출처: CoinGecko | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 73.4%
[2026-02-20 12:34:05] | 담당 AI: 정렬 잼 | 출처: LookIntoBitcoin | 타겟: 비트코인 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 88.9%
[2026-02-20 12:34:07] | 담당 AI: 수집 잼 | 출처: StockCharts | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 97.1%
[2026-02-20 12:34:11] | 담당 AI: 행동 잼 | 출처: Aggr.trade | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 92.7%
[2026-02-20 12:34:14] | 담당 AI: 행동 잼 | 출처: TensorCharts | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 70.2%
[2026-02-20 12:34:17] | 담당 AI: 가디언 잼 | 출처: Dropstab | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 90.5%
[2026-02-20 12:34:20] | 담당 AI: 행동 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 97.5%
[2026-02-20 12:34:23] | 담당 AI: 전략 잼 | 출처: Velo.xyz | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 75.8%
[2026-02-20 12:34:26] | 담당 AI: 가디언 잼 | 출처: CoinGecko | 타겟: 이더리움 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 75.4%
[2026-02-20 12:34:31] | 담당 AI: 전략 잼 | 출처: Exocharts | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 94.5%
[2026-02-20 12:34:35] | 담당 AI: 타이밍 잼 | 출처: Bookmap | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 73.6%
[2026-02-20 12:34:38] | 담당 AI: 가디언 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 91.5%
[2026-02-20 12:34:42] | 담당 AI: 정렬 잼 | 출처: Exocharts | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 95.7%
[2026-02-20 12:34:45] | 담당 AI: 타이밍 잼 | 출처: GoCharting | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 88.8%
[2026-02-20 12:34:49] | 담당 AI: 가디언 잼 | 출처: Messari | 타겟: 제로엑스 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 91.9%
[2026-02-20 12:34:52] | 담당 AI: 타이밍 잼 | 출처: Barchart | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 76.0%
[2026-02-20 12:34:56] | 담당 AI: 수집 잼 | 출처: StockCharts | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 85.1%
[2026-02-20 12:34:58] | 담당 AI: 정렬 잼 | 출처: Finviz | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 96.2%
[2026-02-20 12:35:02] | 담당 AI: 행동 잼 | 출처: LookIntoBitcoin | 타겟: 리플 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 71.6%
[2026-02-20 12:35:06] | 담당 AI: 타이밍 잼 | 출처: Aggr.trade | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 87.1%
[2026-02-20 12:35:10] | 담당 AI: 정렬 잼 | 출처: Aggr.trade | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 79.9%
[2026-02-20 12:35:13] | 담당 AI: 정렬 잼 | 출처: Bookmap | 타겟: 제로엑스 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 95.3%
[2026-02-20 12:35:18] | 담당 AI: 행동 잼 | 출처: Coinglass | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 74.2%
[2026-02-20 12:35:23] | 담당 AI: 수집 잼 | 출처: TradingLite | 타겟: 솔라나 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 72.8%
[2026-02-20 12:35:25] | 담당 AI: 수집 잼 | 출처: Koyfin | 타겟: 수이 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 91.4%
[2026-02-20 12:35:30] | 담당 AI: 정렬 잼 | 출처: DexScreener | 타겟: 솔라나 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 81.5%
[2026-02-20 12:35:32] | 담당 AI: 타이밍 잼 | 출처: ATAS | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 74.4%
[2026-02-20 12:35:36] | 담당 AI: 행동 잼 | 출처: Velo.xyz | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 99.3%
[2026-02-20 12:35:40] | 담당 AI: 가디언 잼 | 출처: Whalemap | 타겟: 비트코인 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 99.4%
[2026-02-20 12:35:44] | 담당 AI: 가디언 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 96.3%
[2026-02-20 12:35:48] | 담당 AI: 행동 잼 | 출처: GoCharting | 타겟: 온도 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 93.8%
[2026-02-20 12:35:51] | 담당 AI: 수집 잼 | 출처: Messari | 타겟: 리플 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 77.4%
[2026-02-20 12:35:53] | 담당 AI: 행동 잼 | 출처: GoCharting | 타겟: 수이 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 78.6%
[2026-02-20 12:35:58] | 담당 AI: 전략 잼 | 출처: TradingEconomics | 타겟: 솔라나 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 77.2%
[2026-02-20 12:36:01] | 담당 AI: 타이밍 잼 | 출처: AlphaQuery | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 73.3%
[2026-02-20 12:36:05] | 담당 AI: 전략 잼 | 출처: TensorCharts | 타겟: 리플 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 70.0%
[2026-02-20 12:36:10] | 담당 AI: 행동 잼 | 출처: Coinglass | 타겟: 제로엑스 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 74.1%
[2026-02-20 12:36:15] | 담당 AI: 전략 잼 | 출처: Barchart | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 79.0%
[2026-02-20 12:36:18] | 담당 AI: 정렬 잼 | 출처: Coinglass | 타겟: 이더리움 | 분석내용: 스마트머니(Smart Money) 매집 구간 진입 | 시스템 신뢰도: 91.9%
[2026-02-20 12:36:22] | 담당 AI: 수집 잼 | 출처: TradingEconomics | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 94.0%
[2026-02-20 12:36:25] | 담당 AI: 타이밍 잼 | 출처: Glassnode | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 81.0%
[2026-02-20 12:36:28] | 담당 AI: 타이밍 잼 | 출처: Cryptowat.ch | 타겟: 수이 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 79.4%
[2026-02-20 12:36:31] | 담당 AI: 가디언 잼 | 출처: TradingLite | 타겟: 솔라나 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 93.0%
[2026-02-20 12:36:36] | 담당 AI: 수집 잼 | 출처: TradingEconomics | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 79.5%
[2026-02-20 12:36:39] | 담당 AI: 타이밍 잼 | 출처: Cryptowat.ch | 타겟: 비트코인 | 분석내용: 청산 맵 히트맵 저항선 확인 | 시스템 신뢰도: 98.1%
[2026-02-20 12:36:44] | 담당 AI: 전략 잼 | 출처: CoinMarketCap | 타겟: 리플 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 75.6%
[2026-02-20 12:36:48] | 담당 AI: 정렬 잼 | 출처: Koyfin | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 71.3%
[2026-02-20 12:36:51] | 담당 AI: 타이밍 잼 | 출처: Birdeye.so | 타겟: 이더리움 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 86.9%
[2026-02-20 12:36:55] | 담당 AI: 가디언 잼 | 출처: GoCharting | 타겟: 비트코인 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 92.6%
[2026-02-20 12:36:59] | 담당 AI: 정렬 잼 | 출처: Cryptowat.ch | 타겟: 제로엑스 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 80.4%
[2026-02-20 12:37:03] | 담당 AI: 타이밍 잼 | 출처: Barchart | 타겟: 온도 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 82.6%
[2026-02-20 12:37:07] | 담당 AI: 타이밍 잼 | 출처: Birdeye.so | 타겟: 온도 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 70.2%
[2026-02-20 12:37:09] | 담당 AI: 수집 잼 | 출처: Barchart | 타겟: 비트코인 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 79.0%
[2026-02-20 12:37:14] | 담당 AI: 전략 잼 | 출처: CoinGecko | 타겟: 이더리움 | 분석내용: 미결제약정(OI) 급증 경고 | 시스템 신뢰도: 78.5%
[2026-02-20 12:37:17] | 담당 AI: 전략 잼 | 출처: TrendSpider | 타겟: 제로엑스 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 94.3%
[2026-02-20 12:37:19] | 담당 AI: 수집 잼 | 출처: Barchart | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 70.5%
[2026-02-20 12:37:22] | 담당 AI: 정렬 잼 | 출처: Glassnode | 타겟: 비트코인 | 분석내용: RSI/MACD 다이버전스 발생 | 시스템 신뢰도: 90.5%
[2026-02-20 12:37:25] | 담당 AI: 행동 잼 | 출처: TrendSpider | 타겟: 이더리움 | 분석내용: 온체인 고래 지갑 대규모 이동 포착 | 시스템 신뢰도: 92.7%
[2026-02-20 12:37:27] | 담당 AI: 수집 잼 | 출처: HyblockCapital | 타겟: 이더리움 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 72.0%
[2026-02-20 12:37:31] | 담당 AI: 전략 잼 | 출처: Birdeye.so | 타겟: 제로엑스 | 분석내용: MVRV Z-Score 바닥권 도달 | 시스템 신뢰도: 79.3%
[2026-02-20 12:37:33] | 담당 AI: 전략 잼 | 출처: Dropstab | 타겟: 온도 | 분석내용: 펀딩비(Funding Rate) 과열 해소 | 시스템 신뢰도: 99.1%
[2026-02-20 12:37:37] | 담당 AI: 수집 잼 | 출처: CoinMarketCap | 타겟: 리플 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 86.6%
[2026-02-20 12:37:41] | 담당 AI: 전략 잼 | 출처: ATAS | 타겟: 제로엑스 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 93.0%
[2026-02-20 12:37:43] | 담당 AI: 가디언 잼 | 출처: TradingEconomics | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 84.8%
[2026-02-20 12:37:46] | 담당 AI: 가디언 잼 | 출처: TradingLite | 타겟: 비트코인 | 분석내용: 오더북(호가창) 유동성 스푸핑 감지 | 시스템 신뢰도: 85.5%
[2026-02-20 12:37:48] | 담당 AI: 가디언 잼 | 출처: Birdeye.so | 타겟: 비트코인 | 분석내용: CVD(누적 볼륨 델타) 매수세 전환 | 시스템 신뢰도: 98.2%
